segment_id,sample_index,time_step,is_missing,full_x,full_y,full_z,gru_x,gru_y,gru_z,transformer_x,transformer_y,transformer_z,locf_x,locf_y,locf_z,mice_x,mice_y,mice_z
3,6086,20,1,-1.5247967,2.390924,0.9407108,-1.5315248,2.3911881,0.93451804,-1.522588,2.3844573,0.9379622,-1.5237008,2.393081,0.9412669,-1.5254512,2.3932545,0.9412726
3,6086,21,1,-1.5251395,2.3917818,0.9442797,-1.5323541,2.3921728,0.93740314,-1.5226961,2.3853133,0.9413705,-1.5239836,2.3940387,0.94495183,-1.5257596,2.3942454,0.94472206
3,6086,22,1,-1.5254383,2.3928287,0.94797987,-1.5331639,2.3933241,0.94038993,-1.5226779,2.386241,0.9448886,-1.5242227,2.3951776,0.9487681,-1.5260456,2.395403,0.94830287
3,6086,23,1,-1.5256952,2.3940718,0.951775,-1.5339403,2.3946555,0.9434615,-1.5225272,2.3872273,0.9485474,-1.5244201,2.3965127,0.95269644,-1.5263109,2.396757,0.9520078
3,6086,24,1,-1.5259132,2.3955176,0.9556419,-1.5346822,2.396195,0.9465811,-1.5222582,2.3882778,0.95234895,-1.5245788,2.3980505,0.95671374,-1.5265375,2.3983133,0.9558136
3,6086,25,1,-1.5260977,2.397153,0.9595664,-1.5353949,2.3979425,0.9497175,-1.5218977,2.3893864,0.9562737,-1.5247039,2.3997896,0.9607968,-1.5267305,2.4000309,0.959716
3,6086,26,1,-1.5262554,2.398955,0.96353394,-1.536083,2.399907,0.9528541,-1.5214919,2.3905468,0.96031857,-1.5247995,2.4017298,0.964931,-1.5269276,2.4018447,0.96370065
3,6086,27,1,-1.5263907,2.4009075,0.9675356,-1.5367643,2.4020438,0.9559939,-1.5210719,2.3917766,0.96448463,-1.5248699,2.4038434,0.9690994,-1.5271331,2.4037669,0.96771944
3,6086,28,1,-1.5265201,2.4030077,0.9715724,-1.5374582,2.404333,0.95914805,-1.5206422,2.393088,0.96876466,-1.5249196,2.4061046,0.9733029,-1.5273397,2.4058368,0.9717733
3,6086,29,1,-1.526658,2.4052708,0.9756518,-1.5381913,2.406819,0.96230394,-1.5202116,2.394471,0.973146,-1.5249485,2.4085288,0.977549,-1.5275867,2.4080696,0.97586983
