segment_id,sample_index,curve,time_step,is_missing,x,y,z
1,0,Transformer,25,1,-1.337661862373352,1.7044007778167725,1.2978026866912842
1,0,Transformer,26,0,-1.337719202041626,1.7045007944107056,1.2977079153060913
1,0,Transformer,27,1,-1.3377676010131836,1.704612374305725,1.2976086139678955
1,0,Transformer,28,1,-1.3378089666366577,1.7047274112701416,1.2975051403045654
1,0,Transformer,29,1,-1.3378431797027588,1.7048406600952148,1.2973980903625488
1,0,LOCF,0,1,-1.3359947204589844,1.7033861875534058,1.2991423606872559
1,0,LOCF,1,1,-1.3360251188278198,1.703385591506958,1.2990983724594116
1,0,LOCF,2,1,-1.3360929489135742,1.7033835649490356,1.2990105152130127
1,0,LOCF,3,1,-1.3361949920654297,1.7033727169036865,1.2988842725753784
1,0,LOCF,4,1,-1.336325764656067,1.703345537185669,1.29872465133667
1,0,LOCF,5,1,-1.3364852666854858,1.7033019065856934,1.298531174659729
1,0,LOCF,6,1,-1.3366669416427612,1.7032426595687866,1.2983094453811646
1,0,LOCF,7,1,-1.3368639945983887,1.7031686305999756,1.2980650663375854
1,0,LOCF,8,1,-1.33707594871521,1.7030810117721558,1.2978063821792603
1,0,LOCF,9,1,-1.337302803993225,1.702980875968933,1.2975417375564575
1,0,LOCF,10,1,-1.337544560432434,1.7028685808181763,1.2972811460494995
1,0,LOCF,11,1,-1.3377997875213623,1.7027462720870972,1.2970377206802368
1,0,LOCF,12,1,-1.338066816329956,1.7026156187057495,1.2968146800994873
1,0,LOCF,13,1,-1.3383386135101318,1.7024807929992676,1.296612024307251
1,0,LOCF,14,1,-1.3386080265045166,1.702348232269287,1.2964297533035278
1,0,LOCF,15,1,-1.3388713598251343,1.7022212743759155,1.296266794204712
1,0,LOCF,16,1,-1.3391247987747192,1.702102541923523,1.2961219549179077
1,0,LOCF,17,1,-1.3393683433532715,1.7019935846328735,1.2959942817687988
1,0,LOCF,18,1,-1.3396040201187134,1.701892614364624,1.2958829402923584
1,0,LOCF,19,1,-1.33983314037323,1.7017970085144043,1.295790195465088
1,0,LOCF,20,1,-1.3400548696517944,1.7017053365707397,1.295718789100647
1,0,LOCF,21,1,-1.3402653932571411,1.7016165256500244,1.2956690788269043
1,0,LOCF,22,1,-1.3404608964920044,1.701532006263733,1.2956421375274658
1,0,LOCF,23,1,-1.3406391143798828,1.7014567852020264,1.2956386804580688
1,0,LOCF,24,1,-1.3407988548278809,1.7013932466506958,1.2956584692001343
1,0,LOCF,25,1,-1.3409415483474731,1.7013415098190308,1.2956984043121338
1,0,LOCF,26,0,-1.3410701751708984,1.7013016939163208,1.2957535982131958
1,0,LOCF,27,1,-1.3411881923675537,1.7012726068496704,1.2958225011825562
1,0,LOCF,28,1,-1.3412959575653076,1.701252818107605,1.2959063053131104
1,0,LOCF,29,1,-1.3413925170898438,1.7012423276901245,1.296006202697754
1,0,MICE,0,1,-1.3359947204589844,1.7033861875534058,1.2991423606872559
1,0,MICE,1,1,-1.3360251188278198,1.703385591506958,1.2991489171981812
1,0,MICE,2,1,-1.3360929489135742,1.703374981880188,1.2991362810134888
1,0,MICE,3,1,-1.3361949920654297,1.703346848487854,1.299085259437561
1,0,MICE,4,1,-1.3363184928894043,1.7033066749572754,1.2990009784698486
1,0,MICE,5,1,-1.3364613056182861,1.7032614946365356,1.298896074295044
1,0,MICE,6,1,-1.336624264717102,1.7032074928283691,1.2987762689590454
1,0,MICE,7,1,-1.33680260181427,1.7031445503234863,1.2986465692520142
1,0,MICE,8,1,-1.33699369430542,1.7030737400054932,1.2985153198242188
1,0,MICE,9,1,-1.3371937274932861,1.7029950618743896,1.2983850240707397
1,0,MICE,10,1,-1.3374048471450806,1.7029087543487549,1.2982656955718994
1,0,MICE,11,1,-1.3376294374465942,1.7028124332427979,1.2981635332107544
1,0,MICE,12,1,-1.3378634452819824,1.702707052230835,1.2980798482894897
1,0,MICE,13,1,-1.338099718093872,1.702596664428711,1.2980132102966309
1,0,MICE,14,1,-1.338333010673523,1.7024884223937988,1.2979655265808105
1,0,MICE,15,1,-1.338559627532959,1.7023859024047852,1.2979371547698975
1,0,MICE,16,1,-1.3387749195098877,1.7022916078567505,1.297925591468811
1,0,MICE,17,1,-1.3389828205108643,1.702207088470459,1.2979300022125244
1,0,MICE,18,1,-1.3391869068145752,1.7021305561065674,1.2979543209075928
1,0,MICE,19,1,-1.3393843173980713,1.702059268951416,1.2980008125305176
1,0,MICE,20,1,-1.3395785093307495,1.7019920349121094,1.2980685234069824
1,0,MICE,21,1,-1.3397656679153442,1.701927661895752,1.2981524467468262
1,0,MICE,22,1,-1.3399425745010376,1.7018675804138184,1.2982536554336548
1,0,MICE,23,1,-1.340106725692749,1.7018166780471802,1.298378348350525
1,0,MICE,24,1,-1.3402525186538696,1.7017784118652344,1.2985200881958008
1,0,MICE,25,1,-1.3403862714767456,1.7017520666122437,1.298675775527954
1,0,MICE,26,0,-1.3405109643936157,1.7017369270324707,1.2988468408584595
1,0,MICE,27,1,-1.3406250476837158,1.7017325162887573,1.2990305423736572
1,0,MICE,28,1,-1.3407288789749146,1.7017401456832886,1.2992281913757324
1,0,MICE,29,1,-1.3408215045928955,1.7017579078674316,1.2994437217712402
2,3043,Full,0,1,-1.7754185199737549,2.385310173034668,0.9750905632972717
2,3043,Full,1,1,-1.7752901315689087,2.3854222297668457,0.9752959609031677
2,3043,Full,2,1,-1.7750111818313599,2.385681390762329,0.9756932854652405
2,3043,Full,3,0,-1.7745734453201294,2.3861024379730225,0.9762828946113586
2,3043,Full,4,1,-1.7739843130111694,2.3866865634918213,0.9770798683166504
2,3043,Full,5,1,-1.7732629776000977,2.3874242305755615,0.9780949354171753
2,3043,Full,6,0,-1.7724413871765137,2.388291835784912,0.9793183207511902
2,3043,Full,7,1,-1.7715591192245483,2.3892502784729004,0.9807137846946716
2,3043,Full,8,1,-1.7706546783447266,2.390254259109497,0.9822496771812439
2,3043,Full,9,1,-1.769756555557251,2.391263723373413,0.9839106798171997
2,3043,Full,10,1,-1.768878698348999,2.3922512531280518,0.9856716394424438
2,3043,Full,11,1,-1.7680332660675049,2.3932058811187744,0.9875208139419556
2,3043,Full,12,1,-1.767236351966858,2.3941423892974854,0.9894805550575256
2,3043,Full,13,1,-1.7664977312088013,2.3951022624969482,0.9915640950202942
2,3043,Full,14,1,-1.7658098936080933,2.3961398601531982,0.9937705397605896
2,3043,Full,15,1,-1.7651541233062744,2.3973217010498047,0.9961065649986267
2,3043,Full,16,0,-1.7645193338394165,2.398711919784546,0.9985734224319458
2,3043,Full,17,1,-1.7639074325561523,2.4003570079803467,1.0011622905731201
2,3043,Full,18,1,-1.7633352279663086,2.402278423309326,1.003853440284729
2,3043,Full,19,1,-1.762818694114685,2.4044649600982666,1.0066150426864624
2,3043,Full,20,1,-1.7623560428619385,2.4068667888641357,1.0094155073165894
2,3043,Full,21,1,-1.7619422674179077,2.409407138824463,1.0122225284576416
2,3043,Full,22,1,-1.7613978385925293,2.414775848388672,1.0177417993545532
2,3043,Full,23,1,-1.761230230331421,2.4174978733062744,1.0204856395721436
2,3043,Full,24,1,-1.7611594200134277,2.42022705078125,1.0232044458389282
2,3043,Full,25,1,-1.7611709833145142,2.4229445457458496,1.0258253812789917
2,3043,Full,26,1,-1.761311411857605,2.4256505966186523,1.028266191482544
2,3043,Full,27,1,-1.7616841793060303,2.4283287525177,1.0305101871490479
2,3043,Full,28,1,-1.7624098062515259,2.430943727493286,1.0326381921768188
2,3043,Full,29,1,-1.7635726928710938,2.433466911315918,1.034759283065796
2,3043,GRU,0,1,-1.7754185199737549,2.385310173034668,0.9750905632972717
2,3043,GRU,1,1,-1.7752975225448608,2.385300636291504,0.975117564201355
2,3043,GRU,2,1,-1.7750498056411743,2.3853273391723633,0.9752185940742493
2,3043,GRU,3,0,-1.774734377861023,2.3854868412017822,0.9754742383956909
2,3043,GRU,4,1,-1.77439546585083,2.385776996612549,0.9759232997894287
2,3043,GRU,5,1,-1.7740318775177002,2.386162281036377,0.976542055606842
2,3043,GRU,6,0,-1.7736443281173706,2.386657238006592,0.9773183465003967
2,3043,GRU,7,1,-1.773237705230713,2.3872406482696533,0.9782532453536987
2,3043,GRU,8,1,-1.772838830947876,2.3878591060638428,0.9793029427528381
2,3043,GRU,9,1,-1.7724775075912476,2.388481378555298,0.9804198145866394
2,3043,GRU,10,1,-1.7721636295318604,2.389092206954956,0.9815982580184937
2,3043,GRU,11,1,-1.7718942165374756,2.389669895172119,0.9828490018844604
2,3043,GRU,12,1,-1.7716575860977173,2.390230178833008,0.9841794967651367
2,3043,GRU,13,1,-1.771478295326233,2.390820026397705,0.9855831861495972
2,3043,GRU,14,1,-1.771370768547058,2.3914644718170166,0.9870741963386536
2,3043,GRU,15,1,-1.7713093757629395,2.392246723175049,0.9886559844017029
2,3043,GRU,16,0,-1.7712746858596802,2.393251657485962,0.9903187155723572
2,3043,GRU,17,1,-1.771262764930725,2.3945114612579346,0.9920523166656494
2,3043,GRU,18,1,-1.7712761163711548,2.3960161209106445,0.9938306212425232
2,3043,GRU,19,1,-1.771317481994629,2.3977324962615967,0.9956335425376892
2,3043,GRU,20,1,-1.7713897228240967,2.399631977081299,0.9974554777145386
2,3043,GRU,21,1,-1.7715026140213013,2.4016642570495605,0.9992644190788269
2,3043,GRU,22,1,-1.771998643875122,2.406061887741089,1.0027297735214233
2,3043,GRU,23,1,-1.7723561525344849,2.4082577228546143,1.0044461488723755
2,3043,GRU,24,1,-1.7728313207626343,2.4103951454162598,1.0061681270599365
2,3043,GRU,25,1,-1.7734012603759766,2.412492275238037,1.0078545808792114
2,3043,GRU,26,1,-1.7741197347640991,2.4145495891571045,1.0093986988067627
2,3043,GRU,27,1,-1.7750935554504395,2.416513442993164,1.0107628107070923
2,3043,GRU,28,1,-1.7764321565628052,2.4183268547058105,1.012015461921692
2,3043,GRU,29,1,-1.778199553489685,2.41999888420105,1.0132312774658203
2,3043,Transformer,0,1,-1.7754185199737549,2.385310173034668,0.9750905632972717
2,3043,Transformer,1,1,-1.7753286361694336,2.3853230476379395,0.975284218788147
2,3043,Transformer,2,1,-1.7751421928405762,2.3853743076324463,0.9756500720977783
2,3043,Transformer,3,0,-1.7748243808746338,2.385481119155884,0.9761741757392883
2,3043,Transformer,4,1,-1.774420976638794,2.3856277465820312,0.9768715500831604
2,3043,Transformer,5,1,-1.7739851474761963,2.385767936706543,0.9777405858039856
2,3043,Transformer,6,0,-1.7734850645065308,2.3859124183654785,0.978751540184021
2,3043,Transformer,7,1,-1.7729231119155884,2.3860416412353516,0.9798951148986816
2,3043,Transformer,8,1,-1.7723422050476074,2.386115789413452,0.9811661243438721
2,3043,Transformer,9,1,-1.7717429399490356,2.386129379272461,0.9825537800788879
2,3043,Transformer,10,1,-1.771131157875061,2.3860955238342285,0.9840473532676697
2,3043,Transformer,11,1,-1.770526647567749,2.3860554695129395,0.9856409430503845
2,3043,Transformer,12,1,-1.7699236869812012,2.3860223293304443,0.9873318076133728
2,3043,Transformer,13,1,-1.7692936658859253,2.3860068321228027,0.9891093373298645
2,3043,Transformer,14,1,-1.7686125040054321,2.3860349655151367,0.9909661412239075
2,3043,Transformer,15,1,-1.7678650617599487,2.3861262798309326,0.9928969740867615
2,3043,Transformer,16,0,-1.7670435905456543,2.3862996101379395,0.9949008822441101
2,3043,Transformer,17,1,-1.7661561965942383,2.3865737915039062,0.9969716668128967
2,3043,Transformer,18,1,-1.7652103900909424,2.3869688510894775,0.9991052746772766
2,3043,Transformer,19,1,-1.76421058177948,2.387505531311035,1.0012784004211426
2,3043,Transformer,20,1,-1.7631664276123047,2.388174533843994,1.003461241722107
2,3043,Transformer,21,1,-1.7621015310287476,2.3889870643615723,1.005656361579895
2,3043,Transformer,22,1,-1.7600445747375488,2.391218423843384,1.009990930557251
2,3043,Transformer,23,1,-1.7590868473052979,2.3924458026885986,1.012093186378479
2,3043,Transformer,24,1,-1.7582348585128784,2.3937652111053467,1.0141063928604126
2,3043,Transformer,25,1,-1.7575359344482422,2.3951499462127686,1.0160443782806396
2,3043,Transformer,26,1,-1.7570441961288452,2.3965587615966797,1.0179353952407837
2,3043,Transformer,27,1,-1.7567514181137085,2.397977352142334,1.019745111465454
2,3043,Transformer,28,1,-1.756636381149292,2.399404525756836,1.0214446783065796
2,3043,Transformer,29,1,-1.7567734718322754,2.4008095264434814,1.0230590105056763
2,3043,LOCF,0,1,-1.7754185199737549,2.385310173034668,0.9750905632972717
2,3043,LOCF,1,1,-1.7752901315689087,2.385469436645508,0.9752763509750366
2,3043,LOCF,2,1,-1.7750204801559448,2.3857879638671875,0.9756479263305664
2,3043,LOCF,3,0,-1.7746015787124634,2.3862686157226562,0.9762117862701416
2,3043,LOCF,4,1,-1.7740312814712524,2.386913776397705,0.9769744873046875
2,3043,LOCF,5,1,-1.7733287811279297,2.387723684310913,0.9779360294342041
2,3043,LOCF,6,0,-1.7725260257720947,2.3886733055114746,0.9790952205657959
2,3043,LOCF,7,1,-1.7716625928878784,2.389737606048584,0.9804509282112122
2,3043,LOCF,8,1,-1.7707768678665161,2.390871047973633,0.9819715023040771
2,3043,LOCF,9,1,-1.7698975801467896,2.39202880859375,0.9836253523826599
2,3043,LOCF,10,1,-1.7690385580062866,2.393183469772339,0.9853873252868652
2,3043,LOCF,11,1,-1.7682029008865356,2.3943052291870117,0.9872375726699829
2,3043,LOCF,12,1,-1.7673907279968262,2.395408868789673,0.9891812205314636
2,3043,LOCF,13,1,-1.7666206359863281,2.396535873413086,0.9912183284759521
2,3043,LOCF,14,1,-1.7659013271331787,2.397709846496582,0.9933651089668274
2,3043,LOCF,15,1,-1.7652225494384766,2.3989973068237305,0.9956414103507996
2,3043,LOCF,16,0,-1.7645732164382935,2.4004931449890137,0.9980485439300537
2,3043,LOCF,17,1,-1.7639466524124146,2.4022438526153564,1.000577688217163
2,3043,LOCF,18,1,-1.7633473873138428,2.404270887374878,1.0032092332839966
2,3043,LOCF,19,1,-1.7627912759780884,2.4065630435943604,1.0059300661087036
2,3043,LOCF,20,1,-1.762289047241211,2.4090704917907715,1.0087401866912842
2,3043,LOCF,21,1,-1.7618358135223389,2.4117162227630615,1.011588454246521
2,3043,LOCF,22,1,-1.7612125873565674,2.4173905849456787,1.0172326564788818
2,3043,LOCF,23,1,-1.7609937191009521,2.4202890396118164,1.0200495719909668
2,3043,LOCF,24,1,-1.7608598470687866,2.4232141971588135,1.0228691101074219
2,3043,LOCF,25,1,-1.76080322265625,2.4261467456817627,1.025618314743042
2,3043,LOCF,26,1,-1.7608704566955566,2.429067850112915,1.0281873941421509
2,3043,LOCF,27,1,-1.7611700296401978,2.4319610595703125,1.0305392742156982
2,3043,LOCF,28,1,-1.7618224620819092,2.434791088104248,1.03275465965271
2,3043,LOCF,29,1,-1.7628860473632812,2.437539577484131,1.034914493560791
2,3043,MICE,0,1,-1.7754185199737549,2.385310173034668,0.9750905632972717
2,3043,MICE,1,1,-1.7752901315689087,2.3853964805603027,0.9752504825592041
2,3043,MICE,2,1,-1.7750344276428223,2.3855953216552734,0.9755983948707581
2,3043,MICE,3,0,-1.7746433019638062,2.385956287384033,0.9761385917663574
2,3043,MICE,4,1,-1.7741007804870605,2.386483907699585,0.976874828338623
2,3043,MICE,5,1,-1.7734260559082031,2.3871612548828125,0.9777746200561523
2,3043,MICE,6,0,-1.7726510763168335,2.3879613876342773,0.978839635848999
2,3043,MICE,7,1,-1.7718154191970825,2.3888816833496094,0.9800530672073364
2,3043,MICE,8,1,-1.7709574699401855,2.3898768424987793,0.9813833236694336
2,3043,MICE,9,1,-1.7701059579849243,2.390881061553955,0.9828194975852966
2,3043,MICE,10,1,-1.7692747116088867,2.39186692237854,0.9843364357948303
2,3043,MICE,11,1,-1.7684637308120728,2.392819881439209,0.9859416484832764
2,3043,MICE,12,1,-1.7677336931228638,2.3937549591064453,0.9875918626785278
2,3043,MICE,13,1,-1.7671064138412476,2.3947131633758545,0.9892738461494446
2,3043,MICE,14,1,-1.76652991771698,2.3957464694976807,0.9910523295402527
2,3043,MICE,15,1,-1.7660342454910278,2.396920919418335,0.9929603338241577
2,3043,MICE,16,0,-1.7656081914901733,2.398303985595703,0.9949991703033447
2,3043,MICE,17,1,-1.765204906463623,2.399941921234131,0.997160017490387
2,3043,MICE,18,1,-1.764731764793396,2.4018561840057373,0.9994232058525085
2,3043,MICE,19,1,-1.764204502105713,2.4040353298187256,1.0017443895339966
2,3043,MICE,20,1,-1.7637311220169067,2.4064300060272217,1.0041028261184692
2,3043,MICE,21,1,-1.7633000612258911,2.4089629650115967,1.0064786672592163
2,3043,MICE,22,1,-1.7626943588256836,2.4145469665527344,1.0111159086227417
2,3043,MICE,23,1,-1.7624545097351074,2.417433977127075,1.0134137868881226
2,3043,MICE,24,1,-1.7622699737548828,2.4204018115997314,1.0157054662704468
2,3043,MICE,25,1,-1.762241005897522,2.423431396484375,1.0179181098937988
2,3043,MICE,26,1,-1.7624140977859497,2.4264495372772217,1.01995050907135
2,3043,MICE,27,1,-1.762819528579712,2.4294397830963135,1.0218018293380737
2,3043,MICE,28,1,-1.7635778188705444,2.4323668479919434,1.0235527753829956
2,3043,MICE,29,1,-1.7645751237869263,2.4353363513946533,1.0253435373306274
3,6086,Full,0,1,-1.5184509754180908,2.3821518421173096,0.9061792492866516
3,6086,Full,1,1,-1.5182673931121826,2.382255792617798,0.9064384698867798
3,6086,Full,2,1,-1.517933964729309,2.382581949234009,0.9069375991821289
3,6086,Full,3,1,-1.5175180435180664,2.3831751346588135,0.9076205492019653
3,6086,Full,4,1,-1.5171085596084595,2.383999824523926,0.9084451794624329
3,6086,Full,5,0,-1.5167933702468872,2.3849596977233887,0.9093983769416809
3,6086,Full,6,1,-1.5166478157043457,2.3859403133392334,0.9104877710342407
3,6086,Full,7,1,-1.516725778579712,2.386827230453491,0.911742627620697
3,6086,Full,8,1,-1.5170356035232544,2.387530565261841,0.9131879806518555
3,6086,Full,9,0,-1.5175410509109497,2.388017177581787,0.9147830605506897
3,6086,Full,10,1,-1.5181916952133179,2.3883044719696045,0.9164620637893677
3,6086,Full,11,0,-1.518944263458252,2.388453483581543,0.9182012677192688
3,6086,Full,12,1,-1.5197561979293823,2.3885436058044434,0.9199991822242737
3,6086,Full,13,1,-1.5205836296081543,2.388627767562866,0.9218745827674866
3,6086,Full,14,1,-1.521390676498413,2.3887345790863037,0.9238718152046204
3,6086,Full,15,1,-1.5221474170684814,2.3888816833496094,0.9260491132736206
3,6086,Full,16,1,-1.5228338241577148,2.3890795707702637,0.9284612536430359
3,6086,Full,17,1,-1.5234391689300537,2.389352798461914,0.931144654750824
3,6086,Full,18,0,-1.523961067199707,2.389732599258423,0.9341046810150146
3,6086,Full,19,1,-1.5244081020355225,2.390247344970703,0.9373079538345337
3,6086,Full,20,1,-1.524796724319458,2.3909239768981934,0.9407107830047607
3,6086,Full,21,1,-1.5251394510269165,2.391781806945801,0.944279670715332
3,6086,Full,22,1,-1.5254383087158203,2.3928287029266357,0.9479798674583435
3,6086,Full,23,1,-1.5256952047348022,2.3940718173980713,0.9517750144004822
3,6086,Full,24,1,-1.5259132385253906,2.395517587661743,0.9556419253349304
3,6086,Full,25,1,-1.5260976552963257,2.397152900695801,0.9595664143562317
3,6086,Full,26,1,-1.5262553691864014,2.3989551067352295,0.9635339379310608
3,6086,Full,27,1,-1.5263906717300415,2.400907516479492,0.9675356149673462
3,6086,Full,28,1,-1.5265201330184937,2.403007745742798,0.9715723991394043
3,6086,Full,29,1,-1.526658058166504,2.40527081489563,0.9756518006324768
3,6086,GRU,0,1,-1.5184509754180908,2.3821518421173096,0.9061792492866516
3,6086,GRU,1,1,-1.5182899236679077,2.382263660430908,0.9064835906028748
3,6086,GRU,2,1,-1.518009066581726,2.3826608657836914,0.9070781469345093
3,6086,GRU,3,1,-1.5176986455917358,2.383296489715576,0.9078341126441956
3,6086,GRU,4,1,-1.517431378364563,2.384056806564331,0.9086670875549316
3,6086,GRU,5,0,-1.5172868967056274,2.3848509788513184,0.9095607995986938
3,6086,GRU,6,1,-1.5173733234405518,2.385627508163452,0.9105187654495239
3,6086,GRU,7,1,-1.5177836418151855,2.386284589767456,0.911570131778717
3,6086,GRU,8,1,-1.518523097038269,2.3867249488830566,0.9126959443092346
3,6086,GRU,9,0,-1.519464373588562,2.3870134353637695,0.913847029209137
3,6086,GRU,10,1,-1.5205140113830566,2.3872201442718506,0.9150614738464355
3,6086,GRU,11,0,-1.5216490030288696,2.387390375137329,0.9163740277290344
3,6086,GRU,12,1,-1.522838830947876,2.387589693069458,0.9177601933479309
3,6086,GRU,13,1,-1.5240452289581299,2.387824058532715,0.9192227125167847
3,6086,GRU,14,1,-1.5252363681793213,2.388087272644043,0.9208174347877502
3,6086,GRU,15,1,-1.5264127254486084,2.388390302658081,0.9225984811782837
3,6086,GRU,16,1,-1.5275567770004272,2.3887503147125244,0.9245747923851013
3,6086,GRU,17,1,-1.528645634651184,2.389188289642334,0.9267635941505432
3,6086,GRU,18,0,-1.529679536819458,2.3897297382354736,0.9291688799858093
