segment_id,sample_index,time_step,is_missing,full_x,full_y,full_z,gru_x,gru_y,gru_z,transformer_x,transformer_y,transformer_z,locf_x,locf_y,locf_z,mice_x,mice_y,mice_z
5,12172,20,1,-1.2583628,2.4771643,0.9159153,-1.2581172,2.4756792,0.915994,-1.2580258,2.4711416,0.9163845,-1.2582402,2.47688,0.9171339,-1.2583274,2.4765642,0.9168647
5,12172,21,1,-1.2584779,2.477591,0.9157545,-1.2582041,2.476061,0.9158599,-1.2581042,2.471038,0.91632634,-1.2583379,2.4773018,0.91708684,-1.2584308,2.4769437,0.91675633
5,12172,22,1,-1.2585863,2.4780118,0.915609,-1.2582918,2.4764512,0.9157346,-1.2581931,2.4709346,0.916265,-1.2584287,2.4777176,0.9170482,-1.2585275,2.4773173,0.9166817
5,12172,23,1,-1.2586911,2.478424,0.9155376,-1.2583885,2.476858,0.9156383,-1.2582887,2.4708261,0.9161993,-1.2585137,2.4781246,0.91708374,-1.2586111,2.4776824,0.91668123
5,12172,24,1,-1.2587847,2.4788275,0.9155635,-1.2584866,2.4772837,0.9155807,-1.2583923,2.4707084,0.9161289,-1.2585852,2.4785228,0.91721654,-1.2586739,2.4780383,0.916778
5,12172,25,1,-1.2588528,2.479237,0.9156368,-1.2585665,2.4777071,0.9155525,-1.2585069,2.4705796,0.9160587,-1.2586315,2.4789164,0.91742855,-1.2587115,2.4784045,0.91692597
5,12172,26,1,-1.2589015,2.4796617,0.9156949,-1.258622,2.478103,0.91550994,-1.2586249,2.4704318,0.91599333,-1.258648,2.4793148,0.9176573,-1.2587231,2.4787898,0.9170625
5,12172,27,1,-1.2589439,2.4800963,0.9157033,-1.2586461,2.4784613,0.9154211,-1.258736,2.4702578,0.9159297,-1.2586349,2.4797266,0.9178404,-1.2587122,2.4791758,0.9171685
5,12172,28,0,-1.2589785,2.4805267,0.9156624,-1.2586428,2.4787588,0.91529226,-1.2588387,2.4700623,0.9158661,-1.2586007,2.4801376,0.9179783,-1.2586833,2.4795477,0.9172444
5,12172,29,1,-1.2589986,2.4809275,0.91558886,-1.2586272,2.4789858,0.91514015,-1.2589365,2.4698584,0.91580194,-1.2585521,2.480519,0.9180835,-1.25864,2.47989,0.9172876
