segment_id,sample_index,time_step,is_missing,full_x,full_y,full_z,gru_x,gru_y,gru_z,transformer_x,transformer_y,transformer_z,locf_x,locf_y,locf_z,mice_x,mice_y,mice_z
4,9129,18,1,-1.5013547,2.5136564,0.97410274,-1.5005708,2.5051725,0.9739443,-1.5025893,2.4956145,0.9721114,-1.50237,2.5148623,0.97404665,-1.5000057,2.5217466,0.97414887
4,9129,19,1,-1.5026038,2.5142574,0.9738165,-1.502029,2.5046139,0.97371197,-1.5045617,2.4934652,0.97168136,-1.503791,2.5155764,0.9737596,-1.5011679,2.5231447,0.97388816
4,9129,20,1,-1.5038756,2.51505,0.9733902,-1.5035149,2.5042322,0.9733795,-1.5065721,2.4915237,0.97118753,-1.5051829,2.5164819,0.9733322,-1.5023407,2.5247343,0.9735484
4,9129,21,1,-1.5052028,2.5159042,0.9728558,-1.505043,2.5038707,0.9729683,-1.5086542,2.4897087,0.9706941,-1.5065457,2.5174491,0.9727967,-1.5035448,2.5263855,0.97310054
4,9129,22,0,-1.5066094,2.5167005,0.9722543,-1.5066507,2.5033572,0.97251433,-1.5108207,2.4878573,0.9702002,-1.5079385,2.5183585,0.9721941,-1.5048196,2.527979,0.9725856
4,9129,23,1,-1.5081176,2.5173364,0.97162807,-1.5083749,2.5025501,0.97205544,-1.5130792,2.4858954,0.9696872,-1.5094206,2.5191073,0.9715668,-1.5061935,2.529412,0.97204596
4,9129,24,1,-1.5097483,2.517746,0.97102094,-1.510221,2.501397,0.9716306,-1.5154209,2.483746,0.9691502,-1.5110133,2.51963,0.9709586,-1.5076874,2.5306187,0.9715254
4,9129,25,0,-1.5115119,2.5179265,0.9704729,-1.5121814,2.4999142,0.97126436,-1.5178214,2.4813285,0.9685742,-1.5127386,2.5199234,0.97040945,-1.5093142,2.5315962,0.97106385
4,9129,26,1,-1.5134007,2.517945,0.97000325,-1.5142373,2.4981785,0.9709636,-1.5203196,2.4785943,0.9679588,-1.5145979,2.5200055,0.96993876,-1.5110512,2.5324438,0.9706808
4,9129,27,1,-1.5153937,2.5178978,0.96959955,-1.5163794,2.4962986,0.97070163,-1.5229272,2.4755452,0.9673172,-1.5165703,2.5198758,0.969534,-1.5128777,2.533256,0.9703637
4,9129,28,1,-1.5174617,2.5178685,0.9692177,-1.5185962,2.4943686,0.9704307,-1.5256335,2.4722729,0.96667045,-1.518635,2.5195346,0.96918064,-1.5147675,2.5341332,0.9700574
4,9129,29,1,-1.5195708,2.5179207,0.96879876,-1.5208516,2.492495,0.9701048,-1.5284439,2.4689252,0.96604246,-1.5207584,2.5189817,0.9688198,-1.5166872,2.5352185,0.96970296
