segment_id,sample_index,curve,time_step,is_missing,x,y
2,3043,BiLNN,9,1,-1.7693361043930054,2.393625497817993
2,3043,BiLNN,10,1,-1.7683475017547607,2.3953258991241455
2,3043,BiLNN,11,1,-1.76740300655365,2.3971147537231445
2,3043,BiLNN,12,1,-1.7664873600006104,2.3990070819854736
2,3043,BiLNN,13,1,-1.765555500984192,2.4010140895843506
2,3043,BiLNN,14,1,-1.764545202255249,2.4031457901000977
2,3043,BiLNN,15,1,-1.7633880376815796,2.4054112434387207
2,3043,BiLNN,16,0,-1.7620160579681396,2.4078128337860107
2,3043,BiLNN,17,1,-1.7603741884231567,2.41034197807312
2,3043,BiLNN,18,1,-1.7584383487701416,2.4129750728607178
2,3043,BiLNN,19,1,-1.756222128868103,2.4156720638275146
2,3043,BiLNN,20,1,-1.7537835836410522,2.4183883666992188
2,3043,BiLNN,21,1,-1.7512089014053345,2.4210963249206543
2,3043,BiLNN,22,1,-1.745786428451538,2.4264636039733887
2,3043,BiLNN,23,1,-1.7430462837219238,2.4291493892669678
2,3043,BiLNN,24,1,-1.7402970790863037,2.4318153858184814
2,3043,BiLNN,25,1,-1.7375507354736328,2.4343831539154053
2,3043,BiLNN,26,1,-1.7348135709762573,2.4367637634277344
2,3043,BiLNN,27,1,-1.7321001291275024,2.4389421939849854
2,3043,BiLNN,28,1,-1.7294621467590332,2.44100022315979
2,3043,BiLNN,29,1,-1.7269421815872192,2.4430391788482666
2,3043,BiLSTM,0,1,-1.7754185199737549,2.385310173034668
2,3043,BiLSTM,1,1,-1.7752647399902344,2.3854918479919434
2,3043,BiLSTM,2,1,-1.7749557495117188,2.3858509063720703
2,3043,BiLSTM,3,0,-1.774483561515808,2.38639497756958
2,3043,BiLSTM,4,1,-1.7738533020019531,2.3871359825134277
2,3043,BiLSTM,5,1,-1.7730813026428223,2.3880767822265625
2,3043,BiLSTM,6,0,-1.7721843719482422,2.389216184616089
2,3043,BiLSTM,7,1,-1.7711949348449707,2.3905375003814697
2,3043,BiLSTM,8,1,-1.7701594829559326,2.392008066177368
2,3043,BiLSTM,9,1,-1.7691165208816528,2.3935961723327637
2,3043,BiLSTM,10,1,-1.7680962085723877,2.3952760696411133
2,3043,BiLSTM,11,1,-1.7671167850494385,2.3970422744750977
2,3043,BiLSTM,12,1,-1.7661619186401367,2.398908853530884
2,3043,BiLSTM,13,1,-1.76518714427948,2.4008877277374268
2,3043,BiLSTM,14,1,-1.7641334533691406,2.402986764907837
2,3043,BiLSTM,15,1,-1.7629313468933105,2.4052138328552246
2,3043,BiLSTM,16,0,-1.7615132331848145,2.4075725078582764
2,3043,BiLSTM,17,1,-1.7598276138305664,2.410053014755249
2,3043,BiLSTM,18,1,-1.7578500509262085,2.412632703781128
2,3043,BiLSTM,19,1,-1.7555952072143555,2.4152798652648926
2,3043,BiLSTM,20,1,-1.7531213760375977,2.4179580211639404
2,3043,BiLSTM,21,1,-1.7505134344100952,2.420633316040039
2,3043,BiLSTM,22,1,-1.7450339794158936,2.425950527191162
2,3043,BiLSTM,23,1,-1.742268443107605,2.4286155700683594
2,3043,BiLSTM,24,1,-1.7394988536834717,2.4312567710876465
2,3043,BiLSTM,25,1,-1.7367353439331055,2.4337990283966064
2,3043,BiLSTM,26,1,-1.7339786291122437,2.4361581802368164
2,3043,BiLSTM,27,1,-1.7312438488006592,2.4383270740509033
2,3043,BiLSTM,28,1,-1.7285746335983276,2.44038987159729
2,3043,BiLSTM,29,1,-1.7260115146636963,2.442403793334961
2,3043,Hybrid,0,1,-1.7754185199737549,2.385310173034668
2,3043,Hybrid,1,1,-1.7752741575241089,2.3854711055755615
2,3043,Hybrid,2,1,-1.7749903202056885,2.385805130004883
2,3043,Hybrid,3,0,-1.7745596170425415,2.3863236904144287
2,3043,Hybrid,4,1,-1.7739675045013428,2.387040138244629
2,3043,Hybrid,5,1,-1.7732281684875488,2.3879590034484863
2,3043,Hybrid,6,0,-1.7723649740219116,2.3890790939331055
2,3043,Hybrid,7,1,-1.77141273021698,2.3903820514678955
2,3043,Hybrid,8,1,-1.7704161405563354,2.3918380737304688
2,3043,Hybrid,9,1,-1.7694154977798462,2.3934144973754883
2,3043,Hybrid,10,1,-1.7684557437896729,2.3950774669647217
2,3043,Hybrid,11,1,-1.767563819885254,2.396821975708008
2,3043,Hybrid,12,1,-1.7667227983474731,2.3986668586730957
2,3043,Hybrid,13,1,-1.7658876180648804,2.4006271362304688
2,3043,Hybrid,14,1,-1.7649840116500854,2.4027116298675537
2,3043,Hybrid,15,1,-1.7639386653900146,2.4049289226531982
2,3043,Hybrid,16,0,-1.7626841068267822,2.4072818756103516
2,3043,Hybrid,17,1,-1.7611562013626099,2.4097628593444824
2,3043,Hybrid,18,1,-1.7593268156051636,2.4123482704162598
2,3043,Hybrid,19,1,-1.7572126388549805,2.41499662399292
2,3043,Hybrid,20,1,-1.7548736333847046,2.417670249938965
2,3043,Hybrid,21,1,-1.7524032592773438,2.4203479290008545
2,3043,Hybrid,22,1,-1.7471925020217896,2.42567777633667
2,3043,Hybrid,23,1,-1.7445709705352783,2.4283478260040283
2,3043,Hybrid,24,1,-1.741959571838379,2.431009531021118
2,3043,Hybrid,25,1,-1.7393488883972168,2.433584690093994
2,3043,Hybrid,26,1,-1.7367480993270874,2.4359688758850098
2,3043,Hybrid,27,1,-1.734175682067871,2.43815016746521
2,3043,Hybrid,28,1,-1.7317047119140625,2.440211057662964
2,3043,Hybrid,29,1,-1.7293674945831299,2.442244291305542
2,3043,GT,0,1,-1.7754185199737549,2.385310173034668
2,3043,GT,1,1,-1.7754185199737549,2.385310173034668
2,3043,GT,2,1,-1.7754185199737549,2.385310173034668
2,3043,GT,3,0,-1.7754185199737549,2.385310173034668
2,3043,GT,4,1,-1.7754185199737549,2.385310173034668
2,3043,GT,5,1,-1.7754185199737549,2.385310173034668
2,3043,GT,6,0,-1.7754185199737549,2.385310173034668
2,3043,GT,7,1,-1.7754185199737549,2.385310173034668
2,3043,GT,8,1,-1.7754185199737549,2.385310173034668
2,3043,GT,9,1,-1.7754185199737549,2.385310173034668
2,3043,GT,10,1,-1.7754185199737549,2.385310173034668
2,3043,GT,11,1,-1.7754185199737549,2.385310173034668
2,3043,GT,12,1,-1.7754185199737549,2.385310173034668
2,3043,GT,13,1,-1.7754185199737549,2.385310173034668
2,3043,GT,14,1,-1.7754185199737549,2.385310173034668
2,3043,GT,15,1,-1.7754185199737549,2.385310173034668
2,3043,GT,16,0,-1.7754185199737549,2.385310173034668
2,3043,GT,17,1,-1.7754185199737549,2.385310173034668
2,3043,GT,18,1,-1.7754185199737549,2.385310173034668
2,3043,GT,19,1,-1.7754185199737549,2.385310173034668
2,3043,GT,20,1,-1.7754185199737549,2.385310173034668
2,3043,GT,21,1,-1.7754185199737549,2.385310173034668
2,3043,GT,22,1,-1.7754185199737549,2.385310173034668
2,3043,GT,23,1,-1.7754185199737549,2.385310173034668
2,3043,GT,24,1,-1.7754185199737549,2.385310173034668
2,3043,GT,25,1,-1.7754185199737549,2.385310173034668
2,3043,GT,26,1,-1.7754185199737549,2.385310173034668
2,3043,GT,27,1,-1.7754185199737549,2.385310173034668
2,3043,GT,28,1,-1.7754185199737549,2.385310173034668
2,3043,GT,29,1,-1.7754185199737549,2.385310173034668
3,6086,Full,0,1,-1.5184509754180908,2.3821518421173096
3,6086,Full,1,1,-1.518346905708313,2.382411003112793
3,6086,Full,2,1,-1.5180206298828125,2.3829102516174316
3,6086,Full,3,1,-1.5174274444580078,2.3835930824279785
3,6086,Full,4,1,-1.516602635383606,2.384417772293091
3,6086,Full,5,0,-1.5156428813934326,2.385370969772339
3,6086,Full,6,1,-1.5146621465682983,2.386460304260254
3,6086,Full,7,1,-1.5137752294540405,2.3877151012420654
3,6086,Full,8,1,-1.5130717754364014,2.389160394668579
3,6086,Full,9,0,-1.512585163116455,2.3907554149627686
3,6086,Full,10,1,-1.5122977495193481,2.3924343585968018
3,6086,Full,11,0,-1.5121487379074097,2.3941736221313477
3,6086,Full,12,1,-1.5120586156845093,2.3959715366363525
3,6086,Full,13,1,-1.5119743347167969,2.3978469371795654
3,6086,Full,14,1,-1.5118674039840698,2.399844169616699
3,6086,Full,15,1,-1.5117201805114746,2.4020214080810547
3,6086,Full,16,1,-1.5115224123001099,2.404433488845825
3,6086,Full,17,1,-1.51124906539917,2.4071168899536133
3,6086,Full,18,0,-1.5108692646026611,2.410076856613159
3,6086,Full,19,1,-1.5103545188903809,2.4132802486419678
3,6086,Full,20,1,-1.5096778869628906,2.4166829586029053
3,6086,Full,21,1,-1.5088200569152832,2.4202518463134766
3,6086,Full,22,1,-1.5077732801437378,2.423952102661133
3,6086,Full,23,1,-1.5065300464630127,2.4277472496032715
3,6086,Full,24,1,-1.5050843954086304,2.4316141605377197
3,6086,Full,25,1,-1.5034490823745728,2.4355385303497314
3,6086,Full,26,1,-1.501646876335144,2.4395060539245605
3,6086,Full,27,1,-1.4996943473815918,2.443507671356201
3,6086,Full,28,1,-1.4975942373275757,2.447544574737549
3,6086,Full,29,1,-1.4953311681747437,2.4516239166259766
3,6086,BiLNN,0,1,-1.5184509754180908,2.3821518421173096
3,6086,BiLNN,1,1,-1.5182939767837524,2.382418394088745
3,6086,BiLNN,2,1,-1.5179306268692017,2.3829221725463867
3,6086,BiLNN,3,1,-1.5173105001449585,2.3836183547973633
3,6086,BiLNN,4,1,-1.5164501667022705,2.3844571113586426
3,6086,BiLNN,5,0,-1.5154483318328857,2.3854126930236816
3,6086,BiLNN,6,1,-1.5144274234771729,2.386504650115967
3,6086,BiLNN,7,1,-1.5135068893432617,2.3877665996551514
3,6086,BiLNN,8,1,-1.512769103050232,2.389216184616089
3,6086,BiLNN,9,0,-1.5122517347335815,2.390817880630493
3,6086,BiLNN,10,1,-1.5119458436965942,2.3925063610076904
3,6086,BiLNN,11,0,-1.5117812156677246,2.394237756729126
3,6086,BiLNN,12,1,-1.5116738080978394,2.396013021469116
3,6086,BiLNN,13,1,-1.5115712881088257,2.3978638648986816
3,6086,BiLNN,14,1,-1.5114505290985107,2.3998358249664307
3,6086,BiLNN,15,1,-1.511294960975647,2.4019906520843506
3,6086,BiLNN,16,1,-1.5110903978347778,2.404386520385742
3,6086,BiLNN,17,1,-1.5108121633529663,2.4070615768432617
3,6086,BiLNN,18,0,-1.510428547859192,2.4100241661071777
3,6086,BiLNN,19,1,-1.5099115371704102,2.413245439529419
3,6086,BiLNN,20,1,-1.5092339515686035,2.4166836738586426
3,6086,BiLNN,21,1,-1.5083765983581543,2.4202933311462402
3,6086,BiLNN,22,1,-1.507331371307373,2.424032688140869
3,6086,BiLNN,23,1,-1.506089210510254,2.427870988845825
3,6086,BiLNN,24,1,-1.5046440362930298,2.4317851066589355
3,6086,BiLNN,25,1,-1.503008484840393,2.4357588291168213
3,6086,BiLNN,26,1,-1.5012017488479614,2.439774751663208
3,6086,BiLNN,27,1,-1.4992411136627197,2.4438233375549316
3,6086,BiLNN,28,1,-1.4971318244934082,2.447906970977783
3,6086,BiLNN,29,1,-1.4948612451553345,2.452038526535034
3,6086,BiLSTM,0,1,-1.5184509754180908,2.3821518421173096
3,6086,BiLSTM,1,1,-1.51827073097229,2.382418632507324
3,6086,BiLSTM,2,1,-1.5178815126419067,2.382920026779175
3,6086,BiLSTM,3,1,-1.51723313331604,2.3836004734039307
3,6086,BiLSTM,4,1,-1.5163421630859375,2.384417772293091
3,6086,BiLSTM,5,0,-1.5153108835220337,2.38535475730896
3,6086,BiLSTM,6,1,-1.5142627954483032,2.3864243030548096
3,6086,BiLSTM,7,1,-1.5133229494094849,2.3876559734344482
3,6086,BiLSTM,8,1,-1.5125744342803955,2.3890819549560547
3,6086,BiLSTM,9,0,-1.5120489597320557,2.39066481590271
3,6086,BiLSTM,10,1,-1.5117337703704834,2.392336845397949
3,6086,BiLSTM,11,0,-1.5115572214126587,2.39406681060791
3,6086,BiLSTM,12,1,-1.51143217086792,2.395845651626587
3,6086,BiLSTM,13,1,-1.511304259300232,2.397700071334839
3,6086,BiLSTM,14,1,-1.5111535787582397,2.399674892425537
3,6086,BiLSTM,15,1,-1.510967493057251,2.401829957962036
3,6086,BiLSTM,16,1,-1.5107347965240479,2.4042234420776367
3,6086,BiLSTM,17,1,-1.510431170463562,2.4068920612335205
3,6086,BiLSTM,18,0,-1.5100221633911133,2.4098424911499023
3,6086,BiLSTM,19,1,-1.509477972984314,2.413048267364502
3,6086,BiLSTM,20,1,-1.5087698698043823,2.4164702892303467
3,6086,BiLSTM,21,1,-1.5078787803649902,2.4200634956359863
3,6086,BiLSTM,22,1,-1.506796956062317,2.4237842559814453
3,6086,BiLSTM,23,1,-1.505515456199646,2.4276015758514404
3,6086,BiLSTM,24,1,-1.504030704498291,2.4314918518066406
3,6086,BiLSTM,25,1,-1.5023552179336548,2.4354352951049805
3,6086,BiLSTM,26,1,-1.5005075931549072,2.439415454864502
3,6086,BiLSTM,27,1,-1.49850594997406,2.443422317504883
3,6086,BiLSTM,28,1,-1.4963563680648804,2.447460651397705
3,6086,BiLSTM,29,1,-1.4940428733825684,2.4515390396118164
3,6086,Hybrid,0,1,-1.5184509754180908,2.3821518421173096
3,6086,Hybrid,1,1,-1.5182998180389404,2.382436990737915
3,6086,Hybrid,2,1,-1.5179662704467773,2.3829686641693115
3,6086,Hybrid,3,1,-1.517379879951477,2.3836891651153564
3,6086,Hybrid,4,1,-1.5165537595748901,2.384550094604492
3,6086,Hybrid,5,0,-1.51559317111969,2.3855271339416504
3,6086,Hybrid,6,1,-1.514620065689087,2.386638641357422
3,6086,Hybrid,7,1,-1.5137853622436523,2.387922763824463
3,6086,Hybrid,8,1,-1.5131714344024658,2.3894009590148926
3,6086,Hybrid,9,0,-1.5127991437911987,2.391029119491577
3,6086,Hybrid,10,1,-1.5126608610153198,2.39274263381958
3,6086,Hybrid,11,0,-1.5126785039901733,2.3945062160491943
3,6086,Hybrid,12,1,-1.5127663612365723,2.3963088989257812
3,6086,Hybrid,13,1,-1.512858271598816,2.3981831073760986
3,6086,Hybrid,14,1,-1.5129300355911255,2.400175094604492
3,6086,Hybrid,15,1,-1.5129839181900024,2.402348518371582
3,6086,Hybrid,16,1,-1.513015627861023,2.4047677516937256
3,6086,Hybrid,17,1,-1.5129936933517456,2.407475233078003
3,6086,Hybrid,18,0,-1.512880563735962,2.41048002243042
3,6086,Hybrid,19,1,-1.5126392841339111,2.413743495941162
3,6086,Hybrid,20,1,-1.512242317199707,2.417224884033203
3,6086,Hybrid,21,1,-1.5116710662841797,2.4208834171295166
3,6086,Hybrid,22,1,-1.5109106302261353,2.4246726036071777
3,6086,Hybrid,23,1,-1.509951114654541,2.428560256958008
3,6086,Hybrid,24,1,-1.5087882280349731,2.4325225353240967
3,6086,Hybrid,25,1,-1.507431983947754,2.4365427494049072
3,6086,Hybrid,26,1,-1.50590181350708,2.440606117248535
3,6086,Hybrid,27,1,-1.504238247871399,2.444701910018921
3,6086,Hybrid,28,1,-1.5024566650390625,2.448835849761963
3,6086,Hybrid,29,1,-1.5005344152450562,2.453016996383667
3,6086,GT,0,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,1,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,2,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,3,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,4,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,5,0,-1.5184509754180908,2.3821518421173096
3,6086,GT,6,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,7,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,8,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,9,0,-1.5184509754180908,2.3821518421173096
3,6086,GT,10,1,-1.5184509754180908,2.3821518421173096
3,6086,GT,11,0,-1.5184509754180908,2.3821518421173096
3,6086,GT,12,1,-1.5184509754180908,2.3821518421173096
