file,index,time,type,detail
Oxford Dataset\handbag-1\imu1.csv,872,1496760707.94,jump,0.3039871195001525
Oxford Dataset\handbag-1\imu1.csv,873,1496760707.95,jump,0.4398259864275871
Oxford Dataset\handbag-1\imu1.csv,874,1496760707.96,jump,0.38830238753837193
Oxford Dataset\handbag-1\imu1.csv,875,1496760707.97,jump,0.30671954884063063
Oxford Dataset\handbag-1\imu1.csv,882,1496760708.04,jump,0.08770302658403528
Oxford Dataset\handbag-1\imu1.csv,883,1496760708.05,jump,0.08922284263572866
Oxford Dataset\handbag-1\imu1.csv,886,1496760708.08,jump,0.27809739496442604
Oxford Dataset\handbag-1\imu1.csv,887,1496760708.09,jump,0.29039866279134274
Oxford Dataset\handbag-1\imu1.csv,893,1496760708.16,jump,0.31834706602700136
Oxford Dataset\handbag-1\imu1.csv,894,1496760708.17,jump,0.29488144721565646
Oxford Dataset\handbag-1\imu1.csv,896,1496760708.19,jump,0.26766461292819416
Oxford Dataset\handbag-1\imu1.csv,897,1496760708.2,jump,0.3391621514482417
Oxford Dataset\handbag-1\imu1.csv,898,1496760708.21,jump,0.29931226837702457
Oxford Dataset\handbag-1\imu1.csv,901,1496760708.24,jump,0.3308538023825629
Oxford Dataset\handbag-1\imu1.csv,1064,1496760709.87,jump,0.1350939073311598
Oxford Dataset\handbag-1\imu1.csv,1221,1496760711.44,jump,0.08492985778276095
Oxford Dataset\handbag-1\imu1.csv,1222,1496760711.45,jump,0.13084870759774433
Oxford Dataset\handbag-1\imu1.csv,1225,1496760711.48,jump,0.07853015285863131
Oxford Dataset\handbag-1\imu1.csv,1372,1496760712.95,jump,0.09823946279881625
Oxford Dataset\handbag-1\imu1.csv,1445,1496760713.68,jump,0.07681039128269039
Oxford Dataset\handbag-1\imu1.csv,1554,1496760714.77,jump,0.12243817710583574
Oxford Dataset\handbag-1\imu1.csv,1625,1496760715.48,jump,0.14156660077857347
Oxford Dataset\handbag-1\imu1.csv,1626,1496760715.49,jump,0.16994395601491688
Oxford Dataset\handbag-1\imu1.csv,1628,1496760715.51,jump,0.1425354355905927
Oxford Dataset\handbag-1\imu1.csv,1635,1496760715.58,jump,0.45270647897506394
Oxford Dataset\handbag-1\imu1.csv,1637,1496760715.6,jump,0.2410937137670744
Oxford Dataset\handbag-1\imu1.csv,1638,1496760715.61,jump,0.1752925366637154
Oxford Dataset\handbag-1\imu1.csv,1639,1496760715.62,jump,0.24345915096377052
Oxford Dataset\handbag-1\imu1.csv,1640,1496760715.63,jump,0.1259641559293754
Oxford Dataset\handbag-1\imu1.csv,1694,1496760716.17,jump,0.21066435495356114
Oxford Dataset\handbag-1\imu1.csv,1695,1496760716.18,jump,0.16110834645666253
Oxford Dataset\handbag-1\imu1.csv,1697,1496760716.2,jump,0.38605320905802615
Oxford Dataset\handbag-1\imu1.csv,1698,1496760716.21,jump,0.42132361320011485
Oxford Dataset\handbag-1\imu1.csv,1700,1496760716.23,jump,0.14805538285047254
Oxford Dataset\handbag-1\imu1.csv,1701,1496760716.24,jump,0.15279863359991153
Oxford Dataset\handbag-1\imu1.csv,1804,1496760717.27,jump,0.2404792070803628
Oxford Dataset\handbag-1\imu1.csv,1805,1496760717.28,jump,0.2879189691996691
Oxford Dataset\handbag-1\imu1.csv,1807,1496760717.3,jump,0.237271526150948
Oxford Dataset\handbag-1\imu1.csv,1809,1496760717.32,jump,0.19871797523123066
Oxford Dataset\handbag-1\imu1.csv,1814,1496760717.37,jump,0.1033280562819218
Oxford Dataset\handbag-1\imu1.csv,2088,1496760720.12,jump,0.18820427883286828
Oxford Dataset\handbag-1\imu1.csv,2089,1496760720.13,jump,0.29181361240353404
Oxford Dataset\handbag-1\imu1.csv,2090,1496760720.14,jump,0.22327722749532697
Oxford Dataset\handbag-1\imu1.csv,2092,1496760720.16,jump,0.1510938397917003
Oxford Dataset\handbag-1\imu1.csv,2093,1496760720.17,jump,0.14712795782923108
Oxford Dataset\handbag-1\imu1.csv,2147,1496760720.71,jump,0.10374565130163291
Oxford Dataset\handbag-1\imu1.csv,2248,1496760721.72,jump,0.08342787108634624
Oxford Dataset\handbag-1\imu1.csv,2284,1496760722.08,jump,0.20759485759526897
Oxford Dataset\handbag-1\imu1.csv,2285,1496760722.09,jump,0.1320298459478008
Oxford Dataset\handbag-1\imu1.csv,2288,1496760722.12,jump,0.28626313507505646
Oxford Dataset\handbag-1\imu1.csv,2289,1496760722.13,jump,0.27349506861916173
Oxford Dataset\handbag-1\imu1.csv,5876,1496760758.03,jump,0.16178685929951173
Oxford Dataset\handbag-1\imu1.csv,5878,1496760758.05,jump,0.18507944207826005
Oxford Dataset\handbag-1\imu1.csv,5880,1496760758.07,jump,0.17774486301437803
Oxford Dataset\handbag-1\imu1.csv,5881,1496760758.08,jump,0.1446891469323114
Oxford Dataset\handbag-1\imu1.csv,5882,1496760758.09,jump,0.12179386007102322
Oxford Dataset\handbag-1\imu1.csv,5883,1496760758.1,jump,0.11525266440304102
Oxford Dataset\handbag-1\imu1.csv,5884,1496760758.11,jump,0.12736333588203477
Oxford Dataset\handbag-1\imu1.csv,5938,1496760758.65,jump,0.3273529689478926
Oxford Dataset\handbag-1\imu1.csv,5939,1496760758.66,jump,0.3455541647007022
Oxford Dataset\handbag-1\imu1.csv,5945,1496760758.72,jump,0.31352243673300323
Oxford Dataset\handbag-1\imu1.csv,5946,1496760758.73,jump,0.28123035488190107
Oxford Dataset\handbag-1\imu1.csv,5947,1496760758.74,jump,0.24222598425437344
Oxford Dataset\handbag-1\imu1.csv,5951,1496760758.78,jump,0.1804177291953316
Oxford Dataset\handbag-1\imu1.csv,5965,1496760758.92,jump,0.34432162083290674
Oxford Dataset\handbag-1\imu1.csv,5966,1496760758.93,jump,0.32445287192441374
Oxford Dataset\handbag-1\imu1.csv,5968,1496760758.95,jump,0.3155565752127501
Oxford Dataset\handbag-1\imu1.csv,5969,1496760758.96,jump,0.3039553680049095
Oxford Dataset\handbag-1\imu1.csv,5970,1496760758.97,jump,0.265692922510179
Oxford Dataset\handbag-1\imu1.csv,5971,1496760758.98,jump,0.23769997541438662
Oxford Dataset\handbag-1\imu1.csv,5972,1496760758.99,jump,0.24717315214844837
Oxford Dataset\handbag-1\imu1.csv,5973,1496760759.0,jump,0.2425699199406225
Oxford Dataset\handbag-1\imu1.csv,5989,1496760759.16,jump,0.2648352589025866
Oxford Dataset\handbag-1\imu1.csv,5992,1496760759.19,jump,0.338617665863729
Oxford Dataset\handbag-1\imu1.csv,5993,1496760759.2,jump,0.34462456484121967
Oxford Dataset\handbag-1\imu1.csv,5994,1496760759.21,jump,0.3229346402215159
Oxford Dataset\handbag-1\imu1.csv,5996,1496760759.23,jump,0.28214369081196905
Oxford Dataset\handbag-1\imu1.csv,5997,1496760759.24,jump,0.32372339656873744
Oxford Dataset\handbag-1\imu1.csv,5998,1496760759.25,jump,0.4279322484097219
Oxford Dataset\handbag-1\imu1.csv,5999,1496760759.26,jump,0.5603366126356549
Oxford Dataset\handbag-1\imu1.csv,6000,1496760759.27,jump,0.6281561991702382
Oxford Dataset\handbag-1\imu1.csv,6001,1496760759.28,jump,0.5871979412234004
Oxford Dataset\handbag-1\imu1.csv,6002,1496760759.29,jump,0.4658654289985467
Oxford Dataset\handbag-1\imu1.csv,6003,1496760759.3,jump,0.2435998000409688
Oxford Dataset\handbag-1\imu1.csv,6004,1496760759.31,jump,0.2107062068212515
Oxford Dataset\handbag-1\imu1.csv,6005,1496760759.32,jump,0.37215712770280246
Oxford Dataset\handbag-1\imu1.csv,6006,1496760759.33,jump,0.43450621853547733
Oxford Dataset\handbag-1\imu1.csv,6007,1496760759.34,jump,0.3557762020484226
Oxford Dataset\handbag-1\imu1.csv,6008,1496760759.35,jump,0.22084433684385024
Oxford Dataset\handbag-1\imu1.csv,6009,1496760759.36,jump,0.19472865601138423
Oxford Dataset\handbag-1\imu1.csv,6010,1496760759.37,jump,0.20623298143362032
Oxford Dataset\handbag-1\imu1.csv,6011,1496760759.38,jump,0.18887951813259166
Oxford Dataset\handbag-1\imu1.csv,6012,1496760759.39,jump,0.18002442216543843
Oxford Dataset\handbag-1\imu1.csv,6013,1496760759.4,jump,0.15023109210812516
Oxford Dataset\handbag-1\imu1.csv,8014,1496760779.43,jump,0.3670155846990697
Oxford Dataset\handbag-1\imu1.csv,8015,1496760779.44,jump,0.1949830787632609
Oxford Dataset\handbag-1\imu1.csv,8016,1496760779.45,jump,0.23348278869329964
Oxford Dataset\handbag-1\imu1.csv,8017,1496760779.46,jump,0.15630287132359405
Oxford Dataset\handbag-1\imu1.csv,8018,1496760779.47,jump,0.19013120026707878
Oxford Dataset\handbag-1\imu1.csv,8019,1496760779.48,jump,0.14876625502781202
Oxford Dataset\handbag-1\imu1.csv,8021,1496760779.5,jump,0.11874008390177263
Oxford Dataset\handbag-1\imu1.csv,8023,1496760779.52,jump,0.1083810872754098
Oxford Dataset\handbag-1\imu1.csv,10866,1496760807.97,jump,0.1815080996291901
Oxford Dataset\handbag-1\imu1.csv,17490,1496760874.27,jump,0.31407548029255644
Oxford Dataset\handbag-1\imu1.csv,17812,1496760877.49,jump,0.21387595718546767
Oxford Dataset\handbag-1\imu1.csv,17813,1496760877.5,jump,0.19782756228847387
Oxford Dataset\handbag-1\imu1.csv,17880,1496760878.17,jump,0.22271723433986873
Oxford Dataset\handbag-1\imu1.csv,17881,1496760878.18,jump,0.20486405399190946
Oxford Dataset\handbag-1\imu1.csv,19353,1496760892.91,jump,0.10365515418443985
Oxford Dataset\handbag-1\imu1.csv,22645,1496760925.86,jump,0.21023533260610597
Oxford Dataset\handbag-1\imu1.csv,22906,1496760928.48,jump,0.20519145454916002
Oxford Dataset\handbag-1\imu1.csv,23555,1496760934.97,jump,0.18275045074363017
Oxford Dataset\handbag-1\imu1.csv,23959,1496760939.01,jump,0.17788849174693686
Oxford Dataset\handbag-1\imu1.csv,23964,1496760939.06,jump,0.18334006289679297
Oxford Dataset\handbag-1\imu1.csv,23966,1496760939.08,jump,0.11372924620782467
Oxford Dataset\handbag-1\imu1.csv,25301,1496760952.45,jump,0.17554690633560024
Oxford Dataset\handbag-1\imu1.csv,27069,1496760970.14,jump,0.3192918771985908
Oxford Dataset\handbag-1\imu1.csv,27070,1496760970.15,jump,0.32097730639408134
Oxford Dataset\handbag-1\imu1.csv,27073,1496760970.18,jump,0.25082772120919966
Oxford Dataset\handbag-1\imu1.csv,27074,1496760970.19,jump,0.23035385041062373
Oxford Dataset\handbag-1\imu1.csv,27075,1496760970.2,jump,0.19633501936740677
Oxford Dataset\handbag-1\imu1.csv,28092,1496760980.38,jump,0.1900219688536039
Oxford Dataset\handbag-1\imu1.csv,32170,1496761021.19,jump,0.1601184959740754
Oxford Dataset\handbag-1\imu1.csv,40940,1496761108.97,jump,0.17308379163572768
Oxford Dataset\handbag-1\imu1.csv,40941,1496761108.98,jump,0.13160283179704002
Oxford Dataset\handbag-1\imu1.csv,41075,1496761110.32,jump,0.15650152865707098
Oxford Dataset\handbag-1\imu1.csv,41079,1496761110.36,jump,0.19844254008150575
Oxford Dataset\handbag-1\imu1.csv,41080,1496761110.37,jump,0.1577462465417165
Oxford Dataset\handbag-1\imu1.csv,43735,1496761136.94,jump,0.18257333141507823
Oxford Dataset\handbag-1\imu1.csv,46045,1496761160.06,jump,0.20102988871807098
Oxford Dataset\handbag-1\imu1.csv,53556,1496761235.23,jump,0.15793446532343725
Oxford Dataset\handbag-1\imu1.csv,53557,1496761235.24,jump,0.1278163990221912
Oxford Dataset\handbag-1\imu1.csv,55413,1496761253.82,jump,0.1302848434891795
Oxford Dataset\handbag-1\imu1.csv,55414,1496761253.83,jump,0.1239807573698435
Oxford Dataset\handbag-1\imu1.csv,55655,1496761256.24,jump,0.1765219296801391
Oxford Dataset\handbag-1\imu1.csv,55656,1496761256.25,jump,0.27154631801775553
Oxford Dataset\handbag-1\imu1.csv,55657,1496761256.26,jump,0.3025400209079783
Oxford Dataset\handbag-1\imu1.csv,55658,1496761256.27,jump,0.27699355432211775
Oxford Dataset\handbag-1\imu1.csv,55659,1496761256.28,jump,0.18017858398266978
Oxford Dataset\handbag-1\imu1.csv,55661,1496761256.3,jump,0.24149453578083296
Oxford Dataset\handbag-1\imu1.csv,55662,1496761256.31,jump,0.34766677074175495
Oxford Dataset\handbag-1\imu1.csv,55663,1496761256.32,jump,0.29401552637573414
Oxford Dataset\handbag-1\imu1.csv,55665,1496761256.34,jump,0.12273005281511132
Oxford Dataset\handbag-1\imu1.csv,55666,1496761256.35,jump,0.13045242267968807
Oxford Dataset\handbag-1\imu1.csv,55668,1496761256.37,jump,0.13471809362145828
Oxford Dataset\handbag-1\imu1.csv,55682,1496761256.51,jump,0.35376253373414207
Oxford Dataset\handbag-1\imu1.csv,55683,1496761256.52,jump,0.33162000225107047
Oxford Dataset\handbag-1\imu1.csv,55684,1496761256.53,jump,0.21641212298297893
Oxford Dataset\handbag-1\imu1.csv,55686,1496761256.55,jump,0.26473203104271303
Oxford Dataset\handbag-1\imu1.csv,55687,1496761256.56,jump,0.29207172700040657
